,bathrooms,bedrooms,latitude,longitude,price,num_photos,distance,hardwood floor,dogs allow,cats allow,elev,stainless steel,steel applianc,new york,interest_level
2503,3.0,4,40.7836,-73.9797,11000,14,0.04138978524359573,0,1,1,0,0,0,0,low
2504,1.0,2,40.7412,-73.9772,3350,6,0.6304033949005005,1,0,0,1,0,0,0,low
2505,1.0,1,40.7611,-73.9989,3775,9,0.6331848658753358,1,0,0,0,0,0,0,low
2506,1.0,2,40.7463,-73.9773,2975,6,0.40307705350701306,0,0,0,1,0,0,0,medium
2507,1.0,2,40.7513,-73.9721,3876,3,0.33229213934601626,1,0,0,1,1,1,1,low
2508,1.0,0,40.7553,-73.9953,2775,19,0.37162070486391907,0,1,1,0,0,0,0,low
2509,1.0,2,40.7564,-73.9631,3350,7,0.5176796454422212,0,1,1,1,1,0,0,medium
2510,1.0,2,40.7083,-74.0061,3095,10,0.1302893883376013,1,0,0,1,1,1,0,medium
2511,1.0,2,40.7802,-73.9478,3000,5,0.660538626259911,0,0,0,0,1,1,0,low
2512,1.0,1,40.6776,-73.9235,1900,6,0.2661644037542738,1,0,0,0,0,0,1,medium
2513,2.0,2,40.7454,-73.9776,5600,0,0.38459898734258957,0,0,0,0,0,0,0,low
2514,2.0,3,40.7199,-73.9829,5395,2,0.4210261460552985,0,1,1,0,0,0,0,low
2515,1.0,1,40.7539,-73.9677,3350,3,0.42181771515569694,0,0,0,1,1,1,0,low
2516,1.0,1,40.789,-73.9756,3500,5,0.06537543833172893,1,1,1,1,0,0,0,low
2517,1.0,3,40.7751,-73.9278,3000,9,0.996446296279283,0,1,1,0,1,0,0,medium
2518,1.0,1,40.7832,-73.958,2295,8,0.45957524906737945,1,0,0,1,0,0,0,low
2519,1.0,1,40.7536,-73.9682,2100,3,0.445304407277815,0,0,0,0,0,0,0,low
2520,1.0,1,40.7539,-73.9677,3700,7,0.42181771515569694,0,0,0,1,0,0,0,low
2521,1.0,2,40.7575,-73.9625,3200,5,0.5521438246200716,1,0,0,1,0,0,0,medium
2522,1.0,2,40.716,-74.0036,3800,3,0.20408074548729196,1,0,0,1,1,1,0,low
2523,1.0,1,40.7281,-73.984,2345,0,0.3749529422805824,0,0,0,0,0,0,0,low
2524,1.0,1,40.6808,-73.9297,2250,15,0.18172964621680987,0,0,0,0,1,1,0,low
2525,1.0,2,40.8063,-73.9563,2500,12,0.18026806037848186,0,1,1,0,0,0,0,low
2526,1.0,1,40.7283,-73.9857,2400,4,0.4524999588347131,1,0,0,0,0,0,1,low
2527,1.0,3,40.7337,-73.9775,5909,22,0.4629070786146523,0,1,1,0,0,0,0,low
2528,3.0,3,40.7454,-73.9776,12000,2,0.38459898734258957,1,0,0,1,0,0,0,low
2529,1.0,1,40.7394,-73.9813,2700,7,0.44941491687101964,1,0,0,1,0,0,1,low
2530,1.0,1,40.7769,-73.9459,2100,4,0.8652441714794035,1,0,0,0,0,0,0,low
2531,1.0,0,40.7637,-73.9586,2600,4,0.6408323114744842,1,0,0,1,1,1,0,medium
2532,1.0,4,40.7539,-73.9666,5400,5,0.4557017993497159,1,1,1,0,0,0,0,low
2533,1.0,1,40.7944,-73.9712,4400,8,0.10861684698838797,0,1,1,1,0,0,0,low
2534,2.0,3,40.7606,-73.9963,4500,6,0.6631306899417484,0,0,0,1,0,0,0,medium
2535,1.0,1,40.7412,-73.9772,3200,6,0.6304033949005005,1,0,0,1,0,0,0,low
2536,1.0,0,40.7729,-73.9566,2400,4,0.2870859216579701,0,1,1,0,0,0,0,low
2537,2.0,3,40.6769,-73.9249,2900,19,0.40747274705858605,1,0,0,0,0,1,0,low
2538,1.0,1,40.7074,-74.007,3505,10,0.18835729270819443,0,0,0,1,1,1,0,low
2539,2.0,2,40.7162,-74.0155,7000,4,0.5315037972548673,1,1,1,1,1,1,0,low
2540,2.0,3,40.753,-73.9959,4592,7,0.22572457161728926,1,1,1,1,0,0,0,low
2541,1.0,0,40.732,-74.0019,2795,4,0.12420793368879007,1,0,0,0,0,0,0,low
2542,1.0,0,40.7777,-73.9561,2000,4,0.2038537891012856,1,0,0,1,0,0,0,medium
2543,2.0,4,40.6886,-73.9284,3199,8,0.5284404075223432,0,0,0,0,0,0,0,medium
2544,1.0,1,40.7812,-73.953,3500,9,0.28911943154107794,0,0,0,0,0,0,0,low
2545,1.0,2,40.7545,-73.9984,2760,3,0.3332024874323176,1,0,0,1,0,0,1,medium
2546,1.0,2,40.7166,-74.0049,3475,3,0.30391761951686574,1,1,1,1,0,0,0,high
2547,1.0,0,40.7443,-73.9912,3900,0,0.20892784681629586,0,1,1,0,0,0,0,low
2548,1.0,2,40.8233,-73.9532,1900,8,0.14914272456560818,0,1,1,1,0,0,0,high
2549,2.0,1,40.7321,-74.008,6325,10,0.4536911708250491,0,1,1,0,1,1,0,low
2550,1.0,3,40.7067,-74.0101,3650,6,0.08434506276818643,1,0,0,1,0,0,0,low
2551,1.0,3,40.7465,-74.0028,4700,10,0.40631303033136706,1,0,0,0,1,1,1,medium
2552,1.0,2,40.7412,-73.9772,3050,5,0.6304033949005005,1,0,0,1,0,0,0,medium
2553,1.0,1,40.7366,-73.9934,4500,8,0.2572247766030939,1,1,1,0,1,1,0,low
2554,2.0,2,40.7633,-73.994,5495,0,0.6816078457653082,0,0,0,0,0,0,0,low
2555,1.0,1,40.7688,-73.9608,3995,5,0.2687209016054508,1,0,0,1,1,1,0,low
2556,1.0,3,40.7073,-74.0046,4500,10,0.2880308432282728,0,0,0,1,0,0,0,high
2557,2.0,3,40.7389,-73.9929,5295,10,0.28862965004544927,1,0,0,1,1,1,0,low
2558,1.0,2,40.7715,-73.949,2625,6,0.9455431523435971,1,0,0,0,1,1,0,medium
2559,1.0,0,40.7679,-73.9527,1875,3,0.8772194061310205,0,1,1,0,0,0,0,low
2560,1.0,1,40.7434,-73.9984,3400,0,0.24317547560007846,0,0,0,0,0,0,0,low
2561,1.0,0,40.7568,-73.9982,2600,5,0.3287404077893157,1,0,0,1,1,1,1,medium
2562,1.0,1,40.7957,-73.9705,3100,6,0.250538350070516,1,0,1,1,0,0,1,low
2563,1.0,4,40.7351,-73.9825,5975,0,0.3946968656569294,0,0,0,0,0,0,0,low
2564,1.0,1,40.8168,-73.9527,1825,3,0.44211658848683955,0,0,0,0,0,0,0,medium
2565,1.0,1,40.7407,-73.9822,3900,6,0.3157306640600331,1,0,0,0,1,1,0,low
2566,1.0,1,40.7609,-73.986,3777,8,0.1730245582585511,1,1,1,1,0,0,0,low
2567,1.0,1,40.7536,-73.8836,1875,0,0.6606595873697333,0,0,0,1,0,0,0,low
2568,2.0,2,40.7633,-73.9785,3895,4,0.1157738685111297,0,1,1,1,0,0,0,low
2569,1.0,1,40.7448,-73.9253,2050,7,0.1566505161436395,1,1,1,0,1,1,0,low
2570,1.0,0,40.7358,-73.9857,2995,3,0.3300570489973277,1,1,1,1,0,0,0,low
2571,1.0,0,40.7461,-73.9757,2650,7,0.5371332826979068,1,0,0,1,0,0,1,low
2572,1.0,2,40.7446,-73.974,3295,4,0.699995607803255,1,0,0,0,1,1,0,low
2573,2.0,2,40.7152,-73.9508,3400,9,0.13394810062879323,0,0,0,0,0,1,0,medium
2574,1.0,2,40.6746,-73.9266,2000,8,0.6339230062980604,0,0,0,1,0,0,0,medium
2575,1.0,2,40.7606,-73.9963,3195,4,0.6631306899417484,1,1,1,1,1,1,0,low
2576,1.0,0,40.7435,-73.9815,2300,1,0.23771392703906213,1,0,0,0,0,0,0,low
2577,1.0,1,40.8032,-73.9569,2500,4,0.26978337285957393,0,0,0,0,0,0,0,low
2578,1.0,2,40.8221,-73.9421,2195,7,0.34742755395289443,1,0,0,0,0,0,1,low
2579,1.0,2,40.7593,-73.9637,2950,5,0.4789452102040857,1,0,0,0,0,0,0,medium
2580,1.0,3,40.79,-73.9416,2895,6,0.4993243707287828,0,1,1,0,1,1,0,low
2581,1.0,1,40.7878,-73.9799,2895,2,0.3238787323691099,0,1,1,1,0,0,0,low
2582,1.0,2,40.7813,-73.9485,2775,1,0.5321249401538729,0,1,1,0,0,0,0,low
2583,1.0,1,40.7672,-73.9574,2550,6,0.5548267994226875,1,1,1,0,1,1,0,low
2584,1.0,3,40.7308,-73.9858,5425,6,0.22944819453320087,0,0,1,0,0,0,0,high
2585,1.0,0,40.7084,-74.0057,2750,2,0.13473328333350867,0,1,1,1,0,0,1,low
2586,1.0,4,40.844,-73.9366,2750,10,0.44174907127822455,0,1,1,0,1,1,0,low
2587,1.0,1,40.7489,-73.9955,2600,3,0.25971490267801006,0,1,1,0,0,0,0,low
2588,1.0,0,40.7635,-73.9848,2725,2,0.15303564265166433,1,0,0,1,1,1,0,low
2589,1.0,1,40.7756,-73.9829,2675,4,0.2471287356511509,1,0,0,1,0,0,0,low
2590,1.0,1,40.7412,-73.9772,3350,7,0.6304033949005005,0,0,0,0,0,0,0,low
2591,1.0,0,40.7666,-73.9578,2000,2,0.5391416936394574,0,0,0,0,0,0,0,low
2592,1.0,0,40.759,-73.9691,2200,1,0.16105486954173492,0,1,1,0,0,0,0,low
2593,1.0,2,40.799,-73.9639,3750,0,0.3802675248960801,0,0,0,0,0,0,0,low
2594,1.0,0,40.7221,-73.9872,3450,4,0.2723955577510901,0,0,0,0,1,1,0,low
2595,1.0,2,40.7039,-73.9298,3200,0,0.3772330289965369,0,0,0,1,0,0,0,low
2596,2.0,3,40.7759,-73.9528,6000,7,0.46333572432743864,1,1,1,1,0,0,0,low
2597,1.0,2,40.7434,-73.982,2200,0,0.1942305032204004,0,0,0,0,0,0,0,low
2598,1.0,1,40.7295,-74.0029,5095,0,0.25000455631448226,0,0,0,0,0,0,0,low
2599,2.0,3,40.7087,-74.0058,4390,7,0.10277135097266316,1,0,0,1,1,1,0,medium
2600,1.0,0,40.748,-73.9807,2825,5,0.24283493200651413,0,0,0,1,0,0,0,low
2601,1.0,0,40.7261,-73.987,3795,3,0.3889728465517638,0,1,1,0,0,0,0,low
2602,2.0,4,40.6822,-73.9947,4708,11,0.2129681796198764,0,0,0,0,1,1,0,low
2603,1.0,1,40.7301,-73.9935,4195,6,0.07764808314485616,0,0,0,1,1,1,0,medium
2604,1.0,0,40.777,-73.946,1730,3,0.853634894394469,1,0,0,0,0,0,1,low
2605,1.5,2,40.7704,-73.9566,4670,6,0.45189562847926756,0,1,1,1,0,0,0,low
2606,2.0,2,40.7161,-73.9639,5800,11,0.6072582320761931,0,0,0,0,0,0,0,medium
2607,1.0,1,40.771,-73.934,2650,16,1.154179143316985,1,1,1,1,0,0,0,medium
2608,1.0,2,40.7701,-73.9484,2650,7,1.0424891155589504,1,0,0,0,0,0,0,low
2609,1.0,3,40.8233,-73.9403,2900,6,0.32866169285172286,1,0,0,0,0,0,1,low
2610,1.0,2,40.7434,-73.9743,3500,4,0.7197247722680973,1,1,1,1,0,0,0,low
2611,2.0,4,40.7413,-73.9779,6000,8,0.5711327866841851,1,0,0,1,1,0,0,medium
2612,1.0,1,40.768,-73.9208,2000,3,0.14731947759088662,0,0,0,0,0,0,0,low
2613,1.0,1,40.7246,-73.9833,2700,4,0.5750290092633766,0,0,0,0,0,0,0,low
2614,2.0,4,40.7413,-73.9781,6195,5,0.555345748761821,1,0,0,1,1,0,0,medium
2615,2.0,3,40.7518,-73.9726,7100,6,0.29274350698909496,1,1,1,0,1,1,0,low
2616,1.0,1,40.7477,-73.9744,2325,4,0.4372921765367119,1,1,1,0,0,0,0,low
2617,1.0,2,40.6726,-73.9228,1800,0,0.7123973002752788,1,0,0,0,0,0,0,medium
2618,2.0,3,40.7786,-73.9478,4180,8,0.663296080693926,1,0,0,1,0,0,0,low
2619,1.0,0,40.7387,-74.0019,2400,2,0.13268256869937756,0,0,0,1,0,0,0,low
2620,1.0,2,40.726,-73.9892,4195,9,0.29550279659788653,1,1,1,0,0,0,1,medium
2621,1.0,3,40.7258,-73.9873,1795,10,0.3471576680314047,0,0,0,0,0,0,0,high
2622,1.0,1,40.7784,-73.9576,2900,8,0.20836466315063829,1,0,0,1,1,1,0,medium
2623,2.0,3,40.7514,-73.9862,4800,5,0.23158127999824668,0,1,1,1,1,0,0,low
2624,2.0,2,40.7568,-73.9982,4107,6,0.3287404077893157,0,0,0,1,1,1,0,low
2625,1.0,1,40.7243,-74.0103,5845,0,0.37521779378603254,0,1,1,1,0,0,0,low
2626,1.0,1,40.7473,-74.005,2600,6,0.6063840753871914,0,0,0,0,0,0,1,medium
2627,1.0,0,40.761,-74.0002,2594,10,0.5870381601392087,0,1,1,1,0,0,0,medium
2628,1.0,2,40.7412,-73.9772,3350,0,0.6304033949005005,1,0,0,1,0,0,0,low
2629,2.0,2,40.7521,-74.0045,8120,0,0.47375919237207464,0,1,1,1,0,0,0,low
2630,2.0,4,40.7216,-73.9809,5495,6,0.6610039551779572,1,0,0,0,1,0,0,medium
2631,1.0,2,40.7282,-73.9892,2490,0,0.259479107582859,0,1,1,0,0,0,0,low
2632,1.0,0,40.7398,-73.9773,2300,7,0.6902410740668768,0,0,0,0,1,1,0,medium
2633,1.0,1,40.758,-73.9543,3105,8,0.15454095213603164,1,0,0,0,1,0,0,low
2634,1.0,1,40.7838,-73.9534,3650,6,0.2860282733833235,1,0,0,1,0,0,1,low
2635,1.0,2,40.7174,-73.9456,3000,3,0.3411366069836833,0,1,1,0,0,0,0,medium
2636,1.0,1,40.7937,-73.9761,2650,7,0.31888604610663096,1,1,1,1,0,0,0,medium
2637,1.0,1,40.7478,-74.0008,2595,8,0.31364575886092855,0,0,0,1,0,0,0,low
2638,1.0,1,40.7791,-73.9115,1750,5,0.4541276948192226,0,1,1,0,0,0,0,high
2639,1.0,1,40.7593,-73.9962,3170,3,0.5878534389609488,1,1,1,1,1,1,0,low
2640,1.0,2,40.7255,-73.9945,4400,5,0.048051677625805936,1,0,0,1,1,1,0,low
2641,1.0,2,40.8039,-73.9573,3000,5,0.24245051234827775,1,0,0,0,0,0,0,low
2642,1.0,0,40.6975,-73.9942,2250,7,0.09399058313882083,0,1,1,1,0,0,1,medium
2643,1.0,1,40.7604,-73.9617,2500,3,0.5312994443180371,1,0,0,0,0,0,0,low
2644,1.0,1,40.7128,-74.0059,4664,9,0.07876706636317575,0,1,1,1,0,0,0,medium
2645,1.0,2,40.7316,-73.9871,4750,0,0.16149028797325493,0,1,1,0,1,1,0,low
2646,1.0,0,40.7538,-73.974,2200,4,0.31455936155161474,1,0,0,1,0,0,0,low
2647,2.0,2,40.7604,-73.9686,5450,1,0.24233743916870382,0,1,1,1,0,0,0,low
2648,1.0,1,40.7645,-73.9832,2400,0,0.21485974250211748,0,1,1,0,0,0,0,low
2649,1.0,1,40.7568,-73.9982,3700,5,0.3287404077893157,1,0,0,1,1,1,0,low
2650,1.0,1,40.7538,-73.974,2900,3,0.31455936155161474,0,1,1,0,0,0,0,low
2651,1.0,3,40.7071,-74.009,3900,6,0.03214812398102618,0,1,1,1,0,0,0,low
2652,1.0,1,40.7993,-73.9625,2500,0,0.3674194273409866,0,1,1,0,0,0,0,low
2653,1.0,1,40.7735,-73.9508,2600,6,0.7642156189438869,1,1,1,0,1,1,1,low
2654,1.0,3,40.7434,-73.9933,5895,4,0.07069307213890112,1,1,1,0,1,1,0,medium
2655,1.0,0,40.7198,-73.9974,2050,15,0.2601839241038419,0,1,1,0,0,0,0,low
2656,1.0,2,40.8453,-73.9427,2270,7,0.34288317568311605,0,1,1,0,1,1,0,low
2657,2.0,2,40.7633,-73.9849,5150,2,0.13092913929394245,0,1,1,1,0,0,0,low
2658,1.0,1,40.7313,-74.0068,3295,6,0.3598942752705706,0,0,0,0,1,0,0,low
2659,1.0,1,40.7441,-73.9964,3400,2,0.06262955723878688,1,0,0,1,0,0,0,low
2660,1.0,0,40.7682,-73.987,2400,6,0.4270826488556589,1,0,0,1,0,0,0,medium
2661,1.0,0,40.7328,-74.0089,2500,3,0.5097608456746526,0,0,0,1,0,0,1,low
2662,2.0,2,40.7796,-73.9786,3995,5,0.3111014001683932,0,0,0,0,1,1,0,low
2663,3.0,3,40.7552,-73.9676,8500,8,0.2888210091523663,1,0,0,1,1,1,0,low
2664,1.0,1,40.7671,-73.9529,2450,4,0.8850751092925221,1,1,1,0,1,1,0,medium
2665,2.0,2,40.776,-73.9839,7130,5,0.31750379028250864,0,1,1,0,0,0,0,low
2666,1.0,1,40.7911,-73.9737,3200,5,0.3342062809193432,1,1,1,1,0,0,0,medium
2667,1.0,1,40.708,-74.0149,2390,5,0.10861490912976246,1,0,0,0,1,1,0,medium
2668,1.0,0,40.737,-73.9803,2950,7,0.6189220421687998,0,0,0,0,1,1,0,low
2669,1.0,0,40.8198,-73.9578,1650,7,0.42509425448606464,0,1,1,0,1,1,0,high
2670,1.0,2,40.726,-73.9892,2550,0,0.29550279659788653,0,0,0,0,0,0,0,low
2671,2.0,2,40.7605,-73.9688,5000,3,0.23595249872996973,1,0,0,1,0,0,0,low
2672,1.0,1,40.7546,-73.9983,2690,5,0.3358294501930994,1,1,1,1,0,0,0,low
2673,1.0,1,40.7434,-74.0055,5085,5,0.425135227050025,0,1,1,1,0,0,0,low
2674,1.0,0,40.7347,-74.0013,2275,3,0.19622766879863723,0,1,1,0,0,0,0,low
2675,1.0,0,40.7713,-73.9538,1875,3,0.5728582514155662,1,0,0,1,0,0,1,medium
2676,2.0,2,40.8066,-73.9435,3050,9,0.21132719003570993,1,0,0,0,0,0,1,low
2677,1.0,3,40.7605,-73.9678,4000,6,0.2257195665655393,1,0,0,1,0,0,0,medium
2678,1.0,2,40.7145,-73.9383,2595,6,0.3490282377311029,0,1,1,1,1,1,0,low
2679,1.0,0,40.7462,-73.9757,2825,2,0.5372916881951079,1,0,0,1,0,0,0,low
2680,1.0,1,40.7831,-73.9766,3400,6,0.29426913348933836,1,0,0,0,0,0,0,medium
2681,1.0,3,40.7274,-73.9882,5150,6,0.3815450341919139,0,1,1,1,0,0,0,medium
2682,1.0,3,40.8014,-73.9663,4600,0,0.27898422905877057,0,0,0,1,0,0,0,low
2683,1.0,2,40.7645,-73.9226,2250,6,0.27042765621815074,1,0,0,0,0,0,0,medium
2684,1.0,2,40.7292,-73.9815,3200,6,0.19522287910168817,0,0,0,0,0,0,0,medium
2685,1.0,1,40.7572,-73.9648,3200,4,0.3605212844416254,1,1,1,1,1,1,0,medium
2686,1.0,0,40.8134,-73.9562,2325,6,0.30368537770167026,1,0,0,1,0,0,1,medium
2687,1.0,2,40.7743,-73.9594,3500,0,0.08550084174772248,1,1,1,0,0,0,0,low
2688,1.0,1,40.7771,-73.9505,2700,5,0.5043392024030637,1,0,0,1,1,0,0,medium
2689,1.0,1,40.7805,-73.9464,3139,8,0.6966640158902272,1,0,0,0,1,1,0,low
2690,1.0,2,40.708,-74.0149,2595,4,0.10861490912976246,1,0,0,0,1,1,0,low
2691,1.0,1,40.804,-73.9604,2895,3,0.4220467087243473,1,0,0,1,0,0,0,medium
2692,1.0,2,40.7349,-73.9863,7200,7,0.22855340149129033,1,0,0,1,0,0,1,low
2693,1.0,2,40.7516,-73.969,3450,7,0.5933995215400029,0,0,0,1,0,0,1,medium
2694,1.0,1,40.7993,-73.9688,2800,3,0.038979215143158115,0,0,1,1,0,0,0,low
2695,1.0,0,40.7482,-73.9749,2500,8,0.371905401689647,1,1,1,1,1,0,0,high
2696,1.0,1,40.7298,-74.0005,2750,3,0.28221303030089206,1,0,0,0,0,0,1,low
2697,1.0,3,40.8513,-73.9341,2500,7,0.2040469440714424,1,1,1,0,0,0,1,low
2698,2.0,5,40.8209,-73.9551,5195,8,0.17186406495316597,0,1,1,0,1,1,0,low
2699,1.0,0,40.7604,-73.9617,2700,6,0.5312994443180371,0,1,1,1,0,0,0,low
2700,2.0,2,40.7878,-73.9763,4700,0,0.09410207838886299,0,1,1,1,0,0,0,low
2701,2.0,3,40.7328,-73.9904,4900,5,0.21167627477415057,1,0,0,1,0,0,0,high
2702,1.0,1,40.6808,-73.9297,2750,13,0.18172964621680987,0,0,0,0,1,1,0,low
2703,1.0,1,40.7542,-73.9306,2200,3,0.23329925033776086,1,0,0,1,0,0,0,low
2704,1.0,2,40.7706,-73.9501,2750,4,0.8889314423733419,1,0,0,0,0,0,0,low
2705,1.0,1,40.7753,-73.9483,2300,5,0.7706941088744509,1,0,0,1,1,1,1,medium
2706,1.0,2,40.7405,-73.9767,3300,4,0.6983931271163576,1,0,0,1,0,0,0,low
2707,1.0,0,40.7568,-73.9982,2575,7,0.3287404077893157,1,1,1,1,1,1,0,medium
2708,1.0,1,40.7856,-73.9498,3700,5,0.10722344033596812,0,1,1,1,0,0,0,low
2709,1.0,1,40.7047,-74.0076,3978,5,0.26759989631260833,1,1,1,1,0,0,0,low
2710,1.0,0,40.7775,-73.9784,2050,4,0.2701771678756837,0,0,0,1,0,0,1,low
2711,1.0,3,40.8447,-73.9392,3295,4,0.3022138324198802,0,0,0,1,0,0,1,low
2712,1.0,2,40.7326,-73.9892,3700,4,0.2390347322324148,1,0,0,0,0,0,0,medium
2713,1.0,1,40.7269,-73.985,2450,5,0.532767160879967,0,1,1,0,0,0,0,low
2714,1.0,1,40.7725,-73.9819,4500,6,0.10771336022378242,1,0,0,1,0,0,0,low
2715,1.0,1,40.7182,-73.9639,3505,17,0.6006282159610589,0,1,1,0,0,0,0,low
2716,1.0,2,40.7675,-73.9901,3095,7,0.6593431295916878,1,1,1,1,0,0,0,low
2717,1.0,0,40.7727,-73.9498,1700,1,0.8544577195627759,0,0,0,0,0,0,0,medium
2718,1.0,0,40.7489,-73.9765,2350,4,0.2840779285526293,1,0,0,1,0,0,0,low
2719,1.0,3,40.6814,-73.956,3250,8,0.07154155419402884,0,1,1,0,1,1,0,low
2720,1.0,0,40.7637,-73.9847,2500,4,0.17558011606969548,1,0,0,1,0,0,0,low
2721,1.0,1,40.7061,-74.0111,4413,6,0.04197345962122651,0,1,1,1,0,0,0,low
2722,1.0,1,40.7678,-73.9915,4020,4,0.7542603727165481,0,1,1,1,1,1,1,low
2723,1.0,2,40.7768,-73.9551,4200,5,0.30215532026340586,0,0,0,1,0,0,0,low
2724,1.5,3,40.787,-73.9749,4950,3,0.2138456739978084,1,0,0,0,1,1,1,low
2725,1.0,2,40.7799,-73.9792,3700,0,0.28334984863026,0,1,1,0,0,0,0,low
2726,1.0,3,40.792,-73.9773,4325,5,0.38412665667368034,1,0,0,0,0,0,1,low
2727,1.0,0,40.7399,-73.9774,2670,8,0.677240602587211,1,0,0,1,0,0,0,low
2728,1.0,1,40.8246,-73.9372,1850,13,0.10090905944187545,0,1,1,0,1,0,0,low
2729,1.0,1,40.7306,-73.995,4295,6,0.2020618942140662,1,0,1,1,0,0,1,low
2730,2.0,3,40.793,-73.9508,2800,9,0.3865598067038824,1,1,1,0,0,0,1,high
2731,1.0,1,40.7751,-73.9886,3860,0,0.5689395373006256,0,1,1,1,0,0,0,low
2732,1.0,1,40.7771,-73.9505,3100,6,0.5043392024030637,1,0,1,1,0,0,1,medium
2733,1.0,2,40.7487,-73.9425,2800,8,0.2636896596204514,1,0,0,1,1,1,0,medium
2734,2.0,4,40.7965,-73.9619,4995,2,0.058887562950472205,0,1,1,0,0,0,0,medium
2735,1.0,0,40.759,-73.9691,2200,4,0.16105486954173492,0,0,0,1,0,0,0,low
2736,1.0,0,40.7681,-73.9544,1825,5,0.7676194079757375,1,0,0,0,1,1,1,low
2737,2.0,3,40.7388,-73.9937,7850,1,0.22074949369224808,0,1,1,0,0,0,0,low
2738,1.0,3,40.7636,-73.913,2500,5,0.7967888478992021,0,0,0,0,0,0,0,high
2739,1.0,1,40.7366,-73.9934,4500,11,0.2572247766030939,0,1,1,1,1,1,0,low
2740,1.0,1,40.7126,-73.9428,1800,8,0.1945428038617436,0,0,0,0,0,0,0,high
2741,1.0,0,40.7769,-73.9467,1950,4,0.8020438079097422,1,0,0,1,0,0,1,low
2742,1.0,2,40.6774,-73.9487,2575,6,0.3678318223031217,0,1,1,0,0,0,0,medium
2743,1.0,0,40.7693,-73.954,2050,5,0.6895121499717023,1,1,1,0,1,1,0,medium
2744,1.0,4,40.6781,-73.9592,3500,10,0.3931992912351897,0,0,0,0,1,1,0,low
2745,1.0,3,40.8246,-73.9508,2800,8,0.22007766512689667,0,1,1,0,1,1,0,low
2746,1.0,1,40.7901,-73.9779,2700,3,0.21508848783474632,0,0,0,0,0,0,0,low
2747,1.0,2,40.7597,-73.9171,2700,4,0.4386235115248267,0,1,1,0,1,1,0,medium
2748,1.0,2,40.7693,-73.9523,2500,5,0.798465249279401,1,0,0,0,0,0,1,low
2749,1.0,2,40.7344,-74.0028,3300,12,0.10911475304873476,0,1,1,1,0,0,0,high
2750,1.0,1,40.7989,-73.9637,2500,4,0.3650141650584105,0,0,0,0,0,0,0,low
2751,2.0,2,40.7111,-74.0055,7938,5,0.08874266428481033,1,0,0,1,0,0,0,low
2752,1.0,1,40.6908,-73.9436,2150,0,0.6215841565217738,1,1,1,0,0,0,0,low
2753,2.0,3,40.7494,-73.9889,4650,5,0.08215234722434835,1,0,1,1,0,0,0,high
2754,1.0,1,40.7648,-73.994,2100,5,0.7236747264638672,0,0,1,0,0,0,1,low
2755,1.0,1,40.7718,-73.9238,2900,5,0.5301372248746202,1,1,1,1,0,0,0,medium
2756,1.0,0,40.7672,-73.9245,1600,0,0.2586870893613058,0,0,0,1,0,0,0,high
2757,1.0,3,40.821,-73.9567,3600,6,0.2780515868768311,0,0,0,1,0,0,1,low
2758,1.0,2,40.7179,-73.983,2885,5,0.37677701963479476,0,1,1,0,0,0,0,low
2759,2.0,2,40.7327,-73.8638,3566,17,0.36735549503049514,1,1,1,1,0,0,0,low
2760,1.0,1,40.724,-73.9947,3000,3,0.19199665224641832,1,0,0,0,1,1,0,low
2761,2.0,2,40.726,-73.987,4395,5,0.3804626492683622,0,0,0,1,0,0,0,low
2762,1.0,2,40.7298,-73.9874,3200,7,0.3105315747871035,0,1,1,0,0,0,0,high
2763,2.0,4,40.7611,-73.9885,5950,0,0.2600728515969067,0,1,1,0,0,0,0,low
2764,1.0,2,40.7324,-73.9882,3500,4,0.1820700889905185,1,0,0,0,0,0,0,medium
2765,2.0,1,40.7679,-73.9546,2250,4,0.7757520678507859,0,1,1,0,0,0,1,low
2766,2.0,2,40.7645,-73.984,5295,7,0.2697772487269057,1,1,1,1,1,1,0,low
2767,1.0,1,40.7275,-74.0019,4199,4,0.20988407199335254,0,1,1,0,1,0,0,low
2768,1.0,1,40.78,-73.949,2400,7,0.55765999543985,0,0,1,1,0,0,1,low
2769,1.0,1,40.7844,-73.9497,2700,5,0.18250914849772917,0,0,0,1,0,0,0,medium
2770,1.0,2,40.726,-73.9892,2550,4,0.29550279659788653,1,0,0,0,1,1,0,high
2771,1.0,2,40.7586,-73.9838,3700,5,0.14745538978030323,1,0,0,1,1,1,0,low
2772,1.0,1,40.735,-74.0007,3350,4,0.25561004495784373,1,0,0,1,0,0,1,low
2773,1.0,1,40.7408,-74.0002,2650,4,0.12595618101907932,0,0,0,0,0,0,1,low
2774,2.0,0,40.7324,-74.0081,6875,8,0.4521551846720505,1,1,1,1,1,1,1,low
2775,1.0,0,40.7254,-73.9879,2300,4,0.28080892058947243,1,0,0,0,0,0,0,low
2776,1.0,1,40.7808,-73.9471,2050,6,0.6365615333765797,1,1,1,0,0,0,0,low
2777,2.0,2,40.7701,-73.9838,6412,32,0.2593843007332898,0,0,0,1,0,0,0,low
2778,2.0,2,40.7222,-73.9824,4695,5,0.605650073004037,0,1,1,0,1,0,0,low
2779,1.0,1,40.7633,-73.9849,3000,5,0.13092913929394245,0,0,0,1,1,1,0,medium
2780,2.0,4,40.763,-73.992,5300,6,0.5102731403094026,1,1,1,0,0,0,0,medium
